participant_id,video_1,baseline_1,baseline_2,video_2,video_3,video_4,video_5,video_6,video_7,video_8,video_9,video_10,video_11,video_12,video_13,video_14,video_15,video_16,video_17,video_18,video_19,video_20,video_21,video_22,video_23,video_24,video_25,video_26,video_27,video_28,video_29,video_30,video_31,video_32,video_33,video_34,video_35,video_36,video_37,video_38,video_39,video_40
111,33.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
112,10.0,0.0,0.0,0.0,0.0,10.0,0.0,41.0,22.0,0.0,0.0,0.0,53.0,49.0,16.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,11.0,0.0,0.0,30.0,20.0,0.0,0.0,10.0,80.0,32.0,12.0,10.0,0.0,72.0,0.0,0.0,0.0,0.0
113,80.0,0.0,0.0,61.0,61.0,52.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,54.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,60.0,62.0,61.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,72.0,62.0,52.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,75.0,28.0,100.0,100.0,5.0,0.0,0.0,0.0,0.0,79.0,70.0,48.0,100.0,90.0,4.0,16.0,0.0,0.0,0.0,72.0,92.0,83.0,7.0,98.0,0.0,0.0,1.0,0.0,9.0,69.0,79.0,87.0,0.0,82.0,4.0,5.0,0.0,16.0,6.0
115,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,82.0,100.0,100.0,100.0,0.0,100.0,54.0,0.0,0.0,100.0,100.0,100.0,100.0,98.0,55.0,0.0,100.0,100.0,53.0,100.0,80.0,100.0,58.0,100.0,100.0,100.0,53.0,83.0
116,82.0,67.0,22.0,0.0,31.0,42.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,43.0,22.0,0.0,32.0,38.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,7.0,21.0,4.0,8.0,2.0,0.0,54.0,0.0,15.0,12.0,0.0,0.0,0.0,6.0,23.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,58.0,0.0,0.0,40.0,11.0,14.0,22.0,27.0,0.0,33.0,12.0,20.0,11.0,12.0,11.0,22.0,14.0,3.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,44.0,12.0,13.0,7.0,13.0,4.0,0.0,0.0,0.0,11.0
120,23.0,0.0,0.0,24.0,52.0,66.0,30.0,0.0,0.0,17.0,0.0,0.0,49.0,26.0,52.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,68.0,29.0,29.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,51.0,30.0,29.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0
121,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,55.0,0.0,0.0,32.0,73.0,79.0,77.0,0.0,0.0,0.0,0.0,0.0,41.0,23.0,71.0,77.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,24.0,40.0,39.0,0.0,0.0,0.0,0.0,0.0,66.0,29.0,41.0,39.0,60.0,11.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,14.0,31.0,50.0,60.0,0.0,13.0,0.0,41.0,24.0,18.0,15.0,25.0,34.0,20.0,0.0,0.0,1.0,0.0,0.0,34.0,18.0,8.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,53.0,16.0,51.0,25.0,48.0,0.0,0.0,0.0,0.0,0.0
